,A1,A2,A3,B1,B2,B3,C1,C2,C3
id2399,0.74,0.63,0.74,0.82,1.04,0.73,3.95,0.63,0.88
id2400,7.44,8.22,8.43,1.82,1.78,2.05,3.18,3.67,2.8
id2401,0.02,0.25,0.07,0.87,0.07,0.07,0.24,0.25,0.1
id2402,0.57,0.5,2.08,0.11,1.66,1.03,2.12,1.74,0.13
id2403,1.9,3.13,2.59,0.38,0.08,0.21,0.49,0.25,0.52
id2404,2.46,2.89,2.21,3.59,2.57,2.69,3.28,3.03,3.1
id2405,0.43,0.21,0.54,0.14,0.18,0.07,0.21,0.23,0.15
id2406,3.16,2.52,7.61,1.28,1.16,0.97,1.99,1.58,0.94
id2407,2.92,2.45,3.54,0.43,0.64,0.62,0.76,0.59,0.99
id2408,1.39,0.41,0.26,0.46,0.43,0.75,0.25,0.4,0.63
id2409,0,0,0.06,0,0,0,0.22,0.1,0.12
id2410,0.9,1.58,0.96,0.97,2.49,1.98,1.37,2.52,2.24
id2411,9.6,10.18,9.46,15.2,16.33,15.67,14.9,16.42,15.48
id2412,3.51,2.52,3.12,6.8,6.11,6.1,5.12,5.9,5.35
id2413,5.26,3.65,5,1.41,2.13,1.31,3.59,6.4,6.06
id2414,0.05,0.17,0.61,0.56,0.06,0.06,0.42,0.51,0.38
id2415,0.27,0,0,0,0.11,0,0.16,0,0.06
id2416,0.05,0.06,0.06,1.41,0.24,0.87,0.06,0,0
id2417,0,0,0,0.1,0.26,0,0.51,0.24,0
id2418,8.31,6.49,4.84,7.19,10.33,5.99,14.38,15.54,14.97
id2419,1.1,0.93,0.92,1.06,1.84,1.7,4.1,3.46,4.69
id2420,0.57,0.96,2.51,5.4,5.35,4.57,10.77,7.13,12.71
id2421,0,0.4,0,0,0,0,0,0,0
id2422,0,0,0,0,0,0,0.09,0,0.05
id2423,0.46,0.15,0.11,0.04,0.21,0.05,0.21,0.25,0.28
id2424,0.15,0.28,0.06,0.18,0.06,0,0.18,0.22,0.25
id2425,1.21,1.38,1.18,3.08,2.72,2.98,3.04,3.74,3.57
id2426,20.4,27.28,18.61,18.37,20.64,18.8,15.7,12.86,18.32
id2427,0.4,0.45,0.39,0.7,0.36,0.38,0.49,4.16,0.44
id2428,0.56,0.87,0.13,0.46,0.5,0.48,0.27,0.47,0.27
id2429,1.25,0.93,0.46,1.15,0.9,0.93,1.6,2.38,1.72
id2430,0.04,0.05,0.14,0.11,0,0.05,0,0,0
id2431,0.1,0.4,0.14,0.25,0.23,0.07,0.09,0.26,0.07
id2432,0.4,0.36,0.15,0,0.05,0.05,0.02,0.05,0.13
id2433,0,0,0,0,0.02,0,0,0,0
id2434,12.57,13.49,15.21,21.44,27.62,24.79,14.92,13.82,18.24
id2435,0.03,0.02,0.03,0.18,0.18,0.11,0.1,0.11,0.12
id2436,2.85,2.03,3.9,0.15,0.17,0.14,0.37,0.03,0.06
id2437,0,0,0.04,0.02,0,0,0,0,0
id2438,0.39,0.43,0.39,3.6,2.14,2.26,1.34,0.99,1.19
id2439,0,0,0.04,0,0.25,0.25,0.04,0,0
id2440,1.16,0.96,1.07,0.38,0.75,1.1,1.19,1.16,0.76
id2441,0.1,0,0,0.05,0,0.06,0.06,0,0.06
id2442,42.98,42.72,50.28,23.99,25.79,26.55,35.53,33.49,34.53
id2443,0.42,0.12,0.15,1.62,2.18,1.37,1.58,1.5,1.63
id2444,0.41,0.26,0.1,0.68,0.55,0.2,0.88,0.41,0.51
id2445,0.13,0.05,0.05,0.02,0.05,0.07,0.05,0.07,0.06
id2446,0,0,0,1.24,0.59,1.16,1.01,0.39,0.72
id2447,5.5,2.72,3.12,3.83,3.91,2.34,5.06,4.73,7.29
id2448,0.05,0,0.06,0.02,0,0,0.04,0,0
id2449,0,0,0,0,0,0,0.03,0,0
id2450,0,0.07,0,0,0,0,0,0,0
id2451,51.87,41.09,45.08,21.56,20.73,20.27,26.45,26.95,32.58
id2452,0.09,0.04,0.02,0,0,0.02,0.06,0,0
id2453,8.22,10.56,9.31,5.76,6.71,5.99,7.93,6.63,5.61
id2454,0,0.39,0.41,0,0.07,0.07,0.13,0.38,0
id2455,39.96,47.35,42.54,29.52,28.68,32.64,27.88,28.98,24.6
id2456,0,0.07,0.07,0,0,0,0,0,0.07
id2457,0,0,0.07,0,0,0,0,0,0
id2458,11.22,9.42,10.08,22.43,20.64,16.1,17.54,15.18,16.32
id2459,3.32,3.55,5.51,4.71,3.35,2.89,2.54,3.04,2.8
id2460,12.99,13.94,14.79,13.54,12.11,13.65,15.26,12.38,13.98
id2461,0,0,0,1.2,2.51,1.13,1.68,3.84,5.23
id2462,14.42,14.35,14.28,2.33,2.47,2.17,2.65,2.01,2.82
id2463,0.17,0,0.1,0.15,0,0.1,0,0,0
id2464,27.4,29.92,28.47,7.05,6.64,6.66,8.79,9.61,8.01
id2465,0,0.03,0.03,0,0.03,0.03,0,0,0.03
id2466,0,0,0,0.35,0.45,0.33,0,0.52,1.19
id2467,1.34,1.28,1.2,3.64,4.17,4.3,4.71,4.93,3.65
id2468,19.29,18.31,22.1,10.59,12.66,8.36,16.97,13.57,15.19
id2469,0.08,0,0,0,0,0,0,0,0
id2470,1.9,4.04,1.93,2.14,1.07,8.02,6.09,1.52,3.09
id2471,0.33,0.64,0.46,0,0,0.07,0,0,0
id2472,0,0.05,0,0.04,0.21,0,0,0,0
id2473,0.19,0.31,0.06,0.15,0,0.03,0.19,0.09,0.03
id2474,0,0.32,0.66,0,0,0,0,0,0
id2475,0,0,0,0.15,0.08,0.09,0.3,0.47,0.5
id2476,1,1.11,1.44,6.82,4.56,5.72,6.49,5.47,7.21
id2477,0.05,0,0.03,0.02,0.06,0.03,0.06,0.06,0.07
id2478,0.53,0.18,0.93,2.49,3.34,3.17,1.04,1.98,1.53
id2479,0.08,0,0,0,0,0,0,0,0
id2480,0.13,0,0.05,0.53,0.74,0.63,0.69,0.64,0.63
id2481,0.49,0.2,3.87,0.8,1.1,0.66,0.98,1.21,1.16
id2482,12.06,12.73,12.96,1.92,1.62,1.68,2.54,1.36,1.42
id2483,0.29,0.94,0.84,0.51,0.52,0.37,1.28,1.61,1.16
id2484,0.78,0.1,0.4,0.02,0.11,0.08,0.05,0.25,0.25
id2485,31.77,10.42,10.61,9.89,11.22,6.12,7.79,13.55,26.62
id2486,6.43,14.44,6.01,8.48,5.73,5.32,5.02,9.2,5.1
id2487,0.91,0.94,0.77,0.62,0.51,0.42,0.76,0.35,0.67
id2488,0,0,0,0.05,0.07,0.07,0.26,0.19,0
id2489,85.53,84.77,87.54,4.05,4.01,3.58,4.55,4.12,4.39
id2490,21.77,22.19,23.71,36.52,35.55,34.71,44.75,44.63,46.42
id2491,0.04,0,0,0,0.05,0,0,0,0
id2492,27.33,19.76,25.83,15.8,28.94,19.26,40.75,52.13,80.74
id2493,0.19,0.09,0.09,0,0.04,0,0,0,0.05
id2494,22.07,16.81,17.76,31.07,25.98,33.03,44.89,41.94,49.25
id2495,0.55,1,2.72,4.49,3.28,3.05,3.09,2.07,2.36
id2496,12.71,12.06,10.56,25.5,26.04,17.28,17.03,22.86,34.29
id2497,0.2,0.06,0.03,0.09,0.06,0,0.09,0.05,0.4
id2498,6.65,7.5,7.38,3.86,4.98,4.38,4.53,4.53,5.87
id2499,0.3,0.27,0.25,0.39,0.1,0,0.16,0.59,0.4
id2500,0,0.09,0.05,0.04,0,0.05,0,0,0.05
id2501,0,0,0,0,0.19,0,0.09,0.69,0
id2502,1.44,1.37,2.21,0.6,0.76,1.11,2.09,1.31,1.98
id2503,8.58,7.97,6.94,7.65,7.03,7.16,11.43,10.82,10.6
id2504,0.18,0.1,0.17,0.05,0.1,0,0.55,0.35,0.4
id2505,0.44,0.39,0.15,0.51,0.56,0.95,0.25,0.14,0.32
id2506,0.65,0.68,0.51,1.81,1.09,0.63,1.71,1.79,0.89
id2507,0.01,0.01,0,0.04,0.02,0.01,0.02,0.03,0.02
id2508,0.52,0,0,1.08,1.01,1.38,1.3,0.09,0.74
id2509,0.22,0.36,0.1,0,0.02,0.08,0.02,0.11,0.31
id2510,0.12,0.2,0.82,0.52,0.07,0.33,0.07,0.13,0.29
id2511,0,0,0,0,0,0,0,0.06,0.11
id2512,0,0,0.06,0.14,0,0.3,0.06,0.23,0.39
id2513,0,0,0,0.28,0.18,0,0,0,0.19
id2514,1.42,2.18,1.89,3.65,2.72,3.17,2.74,2.07,3.07
id2515,0.33,0,0.19,1.1,0.19,1.03,0.76,0.71,1.41
id2516,0.11,0.06,0.19,0.1,0,0.19,0.06,0,0.14
id2517,2.09,2.06,2.02,1.37,1.62,1.74,1.94,1.69,1.53
id2518,24.03,20.24,25.27,8.12,7.84,8.13,5.34,10.11,7.83
id2519,5.85,6.2,6.25,6.98,10.22,10.09,11.7,10.2,9.58
id2520,2.98,3.33,4.64,10.39,7.15,10.56,9.76,13.24,11.41
id2521,0.77,0.69,1.53,0.55,0.45,0.53,0.54,0.75,1.05
id2522,67.67,73.08,73.78,129.83,135.59,139.7,130.72,128.21,118.33
id2523,0.03,0,0,0,0.06,0.03,0.03,0.03,0.19
id2524,0.48,0.37,0.39,0.7,0.59,0.7,0.84,0.73,0.89
id2525,0.14,0,0,0,0,0,0,0.1,0
id2526,0.01,0.04,0.01,0.02,0.03,0,0.05,0.03,0.04
id2527,77.52,85.28,54.58,18.04,20.16,17.76,19.45,24.58,23.38
id2528,118.5,130.36,135.3,94.58,97.94,101.65,115.2,97.67,122.56
id2529,0.07,0,0.04,0.16,0.16,0.08,0.96,0.49,0.94
id2530,55.87,51.5,66.24,15.16,21.06,19.45,10.9,11.95,11.41
id2531,5.24,4.28,3.8,2.01,1.58,2.1,3.86,3.36,3.84
id2532,3.36,0.68,1.15,3.83,2.24,0.92,3.09,5.54,4.97
id2533,1.02,0.32,1.53,0,0,1.49,0,0,0
id2534,0.01,0,0,0,0,0,0,0,0
id2535,9.89,3.23,9.53,2.01,2.71,2.51,3.82,2.3,4.46
id2536,119.62,105.16,130.96,33.01,36.81,37.97,26.83,33.04,30.12
id2537,0.01,0,0,0,0,0.01,0.09,0,0
id2538,19.08,18.93,20.24,6.83,7.84,6.28,8.34,8.34,6.66
id2539,1.17,0.67,0.44,2.97,2.24,2.32,2.61,2.12,2.37
id2540,8.69,10.01,8.14,13.71,10.12,15.89,10.23,12.16,13.92
id2541,0.08,0.09,0.03,0.12,0.09,0.06,0.12,0.11,0.16
id2542,0,0,0,0.02,0,0,0,0,0.02
id2543,0.19,0.15,0.42,0.25,0.19,0.16,0.32,0.18,0.75
id2544,0.68,1.77,1.06,0.81,1.27,0.72,1.47,1.23,1.56
id2545,0,0,0,0,0.25,0.25,0.08,0,0
id2546,69.31,76.26,78.03,163.8,150.09,152.78,152.73,132.77,136.23
id2547,0.1,0.12,0,0.09,0,0,0,0.22,0.06
id2548,12.35,12.52,10.41,17.34,19,15.6,17.5,22.55,18.9
id2549,0.08,0,0.29,0.15,0,0.09,0.09,0,0.1
id2550,0.15,0.21,0.71,0.12,0.07,0.17,0.31,2.25,0.78
id2551,12.74,14.24,14.75,16.89,13.84,12.46,13.86,11.99,12.94
id2552,0,0,0.09,1.33,2.01,0.36,0.81,0.76,0.48
id2553,0,0,0,0,0,0,0.23,0,0
id2554,21.35,21.41,17.94,12.42,10.87,12.16,10.96,10.42,11.46
id2555,0.05,0.53,0.62,0,0,0.12,0.31,0.23,0.72
id2556,52.64,53.39,59.76,44.88,41.66,45.11,52.7,53.17,44.24
id2557,0,0,0.04,0,0,0,0,0,0
id2558,0,0,0,0,0,0,0,0.14,0
id2559,100.67,96.04,104.37,99.06,100.07,98.33,113.63,112.54,103.23
id2560,0.44,0.16,0.43,0.66,0.69,0.17,0.77,1,0.55
id2561,0,0.11,0.07,0.02,0.02,0.24,0.04,0.12,0.05
id2562,3.95,2.84,2.96,8.33,8.68,6.91,14.65,13.92,14.27
id2563,0.07,0.16,8.27,0,0,0.08,0.08,0.08,0.09
id2564,44.01,37.68,44.5,32.64,34.02,33.83,40.2,44.54,43.47
id2565,0.03,0.03,0.06,0.07,0.03,0,0.27,0.06,0.1
id2566,0.04,0,0.02,0.02,0,0.32,0.04,0.08,0.15
id2567,0.08,0.06,0.32,0.22,0.19,0.31,0.19,0.39,0.47
id2568,0,0.15,0.21,0.16,0,0.05,0.1,0.15,0.22
id2569,1.46,0.34,0.89,0.76,0.27,0.26,0,0,0
id2570,0.06,0.09,0.03,0,0.06,0.06,0.1,0.24,0.17
id2571,0,0,0,0,0,0,0.08,0,0
id2572,0.45,0.76,0.74,0.49,0.63,0.83,1.36,1.37,0.95
id2573,70.89,60.86,71.87,95.12,92.96,93.33,101.29,111.82,103.91
id2574,0.17,0.09,0.1,0,0.1,0.09,0.19,0.27,1.32
id2575,0,0,0,0,0,0,0.09,0,0
id2576,0,0,0,0.05,0,0,0,0,0
id2577,0.78,0.41,0.8,1.15,0.64,0.47,0.85,0.54,0.79
id2578,1.9,1.94,3.05,3.84,3.25,3.34,4,4.52,3.2
id2579,0.46,0.35,0.51,1.03,0.34,0.43,1.79,0.32,0.62
id2580,0.23,0.13,0.17,0.1,0.3,0.26,0.26,0.18,0.24
id2581,0,0,0,0,0,0,0.14,0.03,0
id2582,0.05,0.14,0.15,0.2,0.15,0.14,0.2,0.16,0.15
id2583,0.07,0,0,0,0,0.04,0,0,0
id2584,0,0.08,0.06,0.05,0.03,0.09,0.06,0.11,0.06
id2585,2.26,1.79,2.9,0.88,0.91,1.33,1.97,1.35,1.64
id2586,0.04,1.41,1.66,0,0.18,0.62,0.11,0.03,0.24
id2587,0,0,0.06,0,0,0,0.06,0.5,0
id2588,0.06,0.1,0,0.18,0.44,0.33,0.2,0.5,0.68
id2589,0,0,0,0,0,0.09,0,0,0
id2590,10.02,13.56,11.32,11.92,11.6,11.81,12.55,10.68,10.21
id2591,0.28,0.2,0.34,0.07,0.09,0.1,0,0.15,0.08
id2592,4.08,4.32,3.04,7.73,6.46,7,8.79,6.73,5.26
id2593,1.14,0,0.48,0.37,0,0,0.6,1.68,1.02
id2594,0.14,0,0.08,0.24,0.08,0.39,0.39,0.07,0.33
id2595,0,0,0,0.07,0,0.09,0,0.07,0.02
id2596,0.86,1.31,1.15,1.38,1.58,2.04,2.35,1.6,1.97
id2597,0,0.03,0.06,0.02,0.06,0.16,0.05,0.05,0.03
id2598,0.11,0,0.12,0.38,0.12,0.36,0.61,0.79,1.42
id2599,1.23,1.37,2.11,0.42,0.44,0.44,0.57,0.77,0.61
id2600,0,0,0,0,0,0,0.04,0.07,0
id2601,9.57,12.17,8.86,4.05,3.92,4.22,4.03,3.83,3.68
id2602,65.57,52.54,61.68,39.82,45.57,44.6,58.9,66.4,67.45
id2603,5.63,4.92,5.58,4.44,5.64,4.32,7.98,8.98,12.16
id2604,19.22,17.64,19.34,33.46,28.64,27.5,30.65,33.78,33.09
id2605,0,0,0.05,0,0,0,0,0,0
id2606,0,0,0,0,0,0,1.27,0,0
id2607,0.05,0,0,0,0,0,0,0,0
id2608,0,0,0,0,0,0,0.02,0,0
id2609,1.51,1.75,1.01,0.91,0.97,0.77,1.18,2.43,1.83
id2610,0,0,0.11,0.42,0,0.16,0.16,0.71,0
id2611,14.23,15.09,14.46,19.95,20,20.41,21.72,22.17,21.8
id2612,6.28,6.88,7.18,1.74,1.96,1.02,0.35,0.16,0.14
id2613,2.65,5.57,2.55,1.16,2.17,1.22,2.58,1.42,1.35
id2614,0,0.04,0,0,0,0,0,0,0
id2615,0.23,0.1,0.17,0.15,0.1,0.03,0.03,0.06,0
id2616,0,0.04,0.08,0,0,0,0,0,0
id2617,0,0,0.1,0,0.2,0.1,0.19,0.27,0.62
id2618,0.19,0.07,0.07,0.23,0.19,0.29,0.15,0.17,0.47
id2619,0.92,0.91,0.24,2.28,2.14,1.27,1.88,4.4,3.13
id2620,0,0,0,0,0,0.05,0,0,0
id2621,0.64,1.15,1.16,0,0,0,0,0,0
id2622,0.06,0.05,0,0.03,0,0,0,0,0
id2623,0.32,0.16,0.08,0.26,0.12,0.24,0.04,0,0.22
id2624,3.52,0.66,0.38,0.69,0.69,0.64,1.16,1.28,1.89
id2625,0,0.13,0,0,0,0,0,0,0
id2626,0.41,4.2,0.62,0.8,0.45,0.84,0.71,0.63,0.47
id2627,0,0.09,0.1,0,0,0.09,0,0,0.1
id2628,0.05,0.56,0.23,0.63,0.12,0.4,0.23,0.65,0.56
id2629,8.68,6.05,7.31,13.86,17.16,16.33,11.5,10.28,12.6
id2630,9.03,8.47,9.36,60.1,68.98,64.47,52.33,49.05,48.42
id2631,0.21,0.34,0.28,0.64,0.68,0.66,2.13,2.32,2.69
id2632,34.62,38.99,37.78,11.71,15.31,13.34,21.74,21.66,26.47
id2633,5.75,6.48,6.62,4.26,4.19,3.31,4.41,3.39,4.7
id2634,0.35,0,0,0.76,0.99,0.57,0.46,2.37,1.9
id2635,0.12,0.18,0.16,0.21,0.08,0.29,0.19,0.2,0.28
id2636,4.95,4.17,4.68,3.02,2.71,3.02,2.85,2.91,2.77
id2637,0.04,0,0,0.77,0.09,0,0.04,0.04,0.05
id2638,0.04,0.03,0.1,0.01,0,0.01,0,0,0
id2639,45.83,65.81,68.05,64.11,57.47,65,60.37,63.15,62.74
id2640,0.43,0.24,0.13,0.22,1.54,0.45,1.12,1.12,2.07
id2641,0.82,1.83,0.96,1.83,1.43,1.17,7.57,7.96,2.77
id2642,1.9,2.34,1.75,0.2,0.26,0.13,0.43,0.8,0.24
id2643,77.46,69.44,69.41,44.77,37.99,37.36,66.1,52.3,54.66
id2644,0.4,0.29,0.34,0,0,0.04,0.21,0.04,0
id2645,0.27,0.24,0.19,0.34,0.12,0.06,0.43,0.17,0.33
id2646,0.1,0.28,0.4,0.04,0,0.06,0.06,0.05,0.06
id2647,0.04,0.08,0.13,0,0,0,0,0,0.09
id2648,0.05,0,0.12,0,0,0,0,0,0
id2649,2.3,0.78,2.01,0.97,0.75,1.46,1.48,1.17,1.1
id2650,0.43,0.33,0.32,0.56,0.32,0.25,0.41,0.32,0.2
id2651,2.32,1.93,1.57,2.79,2.55,2.4,3,2.44,2.16
id2652,0,0,0,0,0,0,0,0.51,0
id2653,1.84,2.47,1.11,0.8,0.4,0.33,1.33,0.75,1.49
id2654,14.56,15.43,16.54,8.04,6.28,6.54,11.41,9.02,7.51
id2655,0.78,0.66,0.35,0.37,0.26,0.63,0.17,0.36,0.14
id2656,0,0,0,0,0,0,0.08,0,0
id2657,0,0,0,0.05,0.06,0,0,0.56,0.06
id2658,0,0,0,0,0.07,0.07,0,0.14,0
id2659,35.92,41.21,44.89,6.09,6.88,7.11,12.6,9.04,13.25
id2660,19.18,4.51,16.58,33.23,10.7,43.8,9.61,12.38,14.21
id2661,25.15,18.38,18.61,11.76,11.85,11.56,5.74,9.7,8.65
id2662,0.02,0,0,0.01,0,0,0,0,0
id2663,7.26,6.03,7.65,1.89,2.25,1.46,4.43,5.23,5.54
id2664,9.8,10.21,9.39,2.98,2.65,2.07,3.14,2.7,1.67
id2665,20.82,27.2,26.87,13.34,12.72,13.12,7.42,3.96,5.27
id2666,0.63,1.26,1.26,0.4,0.74,0.92,0.16,0.54,0.55
id2667,61.27,68.62,73.9,13.88,13.2,14.85,15.32,13.95,16.31
id2668,317.49,328.32,366.45,55.78,63.51,62.74,129.73,115.81,122.3
id2669,0.04,0,0,0.14,0.09,0.04,0.13,0.08,0.14
id2670,8.93,0.74,0.6,0.03,0.09,0.08,0.17,0,0
id2671,0,0.04,0.04,0,0,0,0,0,0
id2672,0.86,1.52,1.06,0.66,1.54,1.17,1.05,1.91,1.57
id2673,0.02,0.13,0.11,0.03,0.05,0,0.13,0,0
id2674,3.26,1.45,2.59,3.07,6.89,3.31,7.56,9.68,14.63
id2675,0.02,0,0,0,0,0,0,0,0
id2676,0.39,0.31,0.58,0.05,0.13,0,0.06,0.24,0.14
id2677,0,0,0,0,0,0,0,0,0.07
id2678,0,0,0,0.02,0,0,0,0,0
id2679,1.33,0.27,1.13,5.15,5.15,3.3,6.43,7.57,6.69
id2680,0.79,0.73,0.92,5.63,5.35,3.58,6.43,6.22,7.65
id2681,0.06,0.07,0,0,0.07,0.14,0,0.66,0.08
id2682,0.62,0.65,0.36,1.92,2.41,1.77,6.18,6.63,6.36
id2683,0.63,0.42,0.29,0.11,0.15,0.14,0.36,0.75,0.7
id2684,0,0,0.02,0,0,0,0,0,0.03
id2685,0.03,0,0.1,0.05,0.03,0,0.07,0,0.07
id2686,0.02,0.04,0,0,0,0.02,0,0,0
id2687,0.03,0.07,0.08,0.09,0,0.11,0.34,0.11,0.08
id2688,1.87,1.44,2.17,1.63,0.95,0.98,1.32,3.15,1.47
id2689,5.73,2.9,2.61,2.97,2.16,2.17,2.33,2.6,3.09
id2690,0.19,0.96,1.08,0.44,0.14,0.35,0.36,0.73,0.68
id2691,1.97,2.01,1.78,1.27,1.15,0.9,1.32,1.99,1.53
id2692,0,0.03,0,0,0,0,0,0,0
id2693,6.2,7.75,13,6.37,2.62,9.61,9.37,4.85,4.91
id2694,0,0.02,0,0,0,0,0,0,0
id2695,0,0.15,0,0,0,0,0.15,0,0
id2696,294.77,271.61,295.12,127.55,108.47,101.43,144.16,145.65,145.33
id2697,0,0,0,0,0.03,0.03,0.03,0.1,0.04
id2698,0,0,0,0,0.04,0,0,0,0
id2699,0,0.03,0,0.05,0.27,0.1,0.2,0.09,0.07
id2700,0.27,0.43,0.27,0.38,0.77,0.44,0.76,0.42,0.86
id2701,48.65,45.57,48.5,7.56,5.78,7.93,15.43,14.83,18.89
id2702,0.2,0.72,0.49,0.63,0.46,2.17,0.45,0.51,0.48
id2703,0.72,0.56,1.23,0.25,0.32,0.44,0.64,0.42,0.82
